day,Game_Time_Contribution,Game_Microtrans_Contribution,Game_Accounts_contribution
2017-08-01,1.9086554155965176,0.9609436805290885,4.9231
2017-08-02,3.496556801421588,1.7619190986218165,25.3487
2017-08-03,6.362750564593584,3.7708401437811263,38.7945
2017-08-04,4.349263043832492,2.512610524891259,28.5795
2017-08-05,3.554628276465023,2.839414666746852,23.7310
2017-08-06,3.0976309344368014,2.7147423719412216,19.3849
2017-08-07,2.760332776975062,2.4767544679218623,17.5707
2017-08-08,2.766907329798006,2.54396375375001,17.2082
2017-08-09,2.548585846527637,2.865439376841038,13.3018
2017-08-10,2.316024189532303,2.207695621392929,13.3040
2017-08-11,2.123808253995198,4.641579998366561,12.8424
2017-08-12,1.9585372551333808,1.5478332920055466,13.3344
2017-08-13,1.853938844712081,1.509930604286605,12.9432
2017-08-14,1.9924350108985407,2.528290816849308,12.5564
2017-08-15,2.2339727137960486,2.4278690686847666,14.7154
